44.8718,46.851
40,43.774
37.4359,37.2356
40,31.0817
45.1282,29.9279
50.2564,32.6202
52.8205,40.3125
49.2308,46.4663
26.6667,86.0817
22.8205,81.0817
20,75.6971
17.4359,68.0048
15.641,59.5433
13.8462,50.6971
12.3077,43.0048
13.0769,35.3125
15.3846,29.5433
17.9487,25.3125
20.7692,21.4663
23.0769,18.774
22.0513,14.5433
20.7692,8.774
20,3.0048
21.5385,85.6971
18.2051,92.2356
19.7436,89.5433
15.8974,96.851
13.3333,103.0048
11.0256,109.5433
13.5897,111.851
16.1538,109.9279
19.2308,108.774
23.0769,106.0817
25.1282,104.1587
27.9487,100.6971
32.3077,96.4663
30.2564,99.1587
34.359,93.3894
14.8718,104.5433
16.9231,106.4663
13.5897,107.6202
15.1282,109.9279
12.8205,108.0048
12.3077,105.3125
17.4359,109.5433
36.6667,94.1587
41.5385,94.1587
46.4103,94.5433
50.2564,94.9279
55.1282,94.1587
58.9744,94.5433
63.0769,93.0048
67.1795,89.9279
70,90.3125
73.5897,93.0048
76.4103,94.9279
78.9744,97.2356
81.0256,98.3894
83.5897,101.4663
87.1795,104.1587
91.5385,107.2356
94.8718,109.9279
97.1795,107.6202
96.4103,103.0048
95.641,96.4663
94.359,91.4663
92.5641,86.851
90.7692,82.6202
88.2051,79.1587
83.8462,75.6971
90.5128,103.774
91.0256,99.1587
90.7692,96.851
90.7692,91.0817
92.8205,93.3894
92.8205,99.5433
93.3333,106.851
95.8974,106.851
94.359,102.2356
97.1795,109.9279
78.2051,76.851
80.2564,73.3894
82.0513,69.1587
84.8718,61.851
85.641,56.851
86.1538,50.3125
82.8205,66.0817
86.1538,46.851
86.4103,40.6971
86.9231,35.6971
86.9231,30.3125
86.9231,25.6971
87.4359,18.774
87.6923,12.6202
87.9487,6.851
87.9487,3.774
87.1795,22.6202
62.5641,72.6202
61.0256,69.9279
60.7692,66.0817
61.0256,60.6971
61.0256,63.0048
62.0513,58.3894
64.359,59.1587
66.4103,61.851
66.4103,65.3125
66.4103,68.774
65.8974,72.6202
64.1026,73.0048
34.359,74.5433
32.8205,73.0048
32.5641,70.3125
32.5641,67.2356
32.5641,63.774
33.0769,60.3125
34.8718,59.5433
37.1795,60.3125
38.2051,63.0048
38.9744,66.851
38.9744,69.9279
37.9487,73.774
36.6667,74.5433
44.6154,57.2356
43.3333,56.4663
44.8718,55.6971
46.6667,55.3125
46.4103,57.2356
48.2051,56.4663
42.5641,45.3125
38.2051,41.4663
38.2051,34.5433
42.8205,29.5433
47.9487,31.4663
51.2821,36.851
51.7949,44.1587
47.1795,46.851
22.3077,48.0048
21.5385,46.4663
21.2821,44.9279
22.3077,41.4663
24.359,40.3125
26.4103,41.851
27.6923,44.9279
26.6667,48.774
24.8718,48.774
23.3333,48.3894
23.0769,45.3125
23.3333,44.1587
21.7949,43.774
23.3333,43.0048
24.8718,43.0048
26.6667,43.774
26.4103,46.4663
24.6154,46.0817
27.4359,45.3125
26.1538,44.1587
70.5128,46.0817
68.7179,44.9279
67.6923,42.2356
67.6923,39.1587
69.2308,37.2356
70.5128,37.2356
71.7949,38.774
72.8205,41.4663
72.0513,45.6971
71.7949,44.1587
69.7436,43.0048
69.7436,40.3125
71.2821,40.6971
71.2821,43.0048
69.2308,41.0817
15.641,106.851
16.6667,106.4663
14.6154,104.5433
14.8718,99.5433
17.1795,93.774
13.5897,109.5433
12.5641,109.1587
11.5385,106.851
12.5641,109.5433
91.5385,89.1587
93.0769,89.1587
93.0769,93.774
92.0513,91.4663
91.7949,96.4663
91.5385,93.774
91.5385,97.6202
91.5385,99.9279
91.5385,101.851
91.5385,104.9279
90.2564,105.3125
88.7179,104.9279
93.0769,104.9279
93.0769,101.4663
93.0769,95.3125
94.8718,94.1587
94.8718,100.6971
96.1538,99.1587
94.359,98.0048
93.5897,98.0048
97.4359,104.9279
96.9231,101.4663
94.6154,95.3125
93.3333,103.0048
95.3846,103.0048
95.1282,105.6971
93.8462,107.6202
95.8974,108.0048
98.2051,109.1587
96.6667,110.3125
95.3846,103.3894
98.2051,104.1587
98.2051,111.0817
95.8974,104.5433
90.2564,93.0048
90,93.0048
88.9744,96.4663
87.6923,100.6971
88.4615,97.2356
89.4872,98.774
89.4872,103.0048
88.2051,100.6971
90,100.6971
90,94.9279
87.9487,102.2356
